country,continent,year,economy,health,social_support,freedom,corruption_perception,generosity,happiness_rank,happiness_score
Guinea,Africa,2018,0.344,0.211,0.792,0.394,0.094,0.185,140,3.964
Lesotho,Africa,2018,0.472,0.079,1.215,0.423,0.112,0.116,141,3.808
Angola,Africa,2018,0.73,0.269,1.125,0.0,0.061,0.079,142,3.795
Madagascar,Africa,2018,0.262,0.402,0.908,0.221,0.049,0.155,143,3.774
Zimbabwe,Africa,2018,0.357,0.248,1.094,0.406,0.099,0.132,144,3.692
Afghanistan,Asia,2018,0.332,0.255,0.537,0.085,0.036,0.191,145,3.632
Botswana,Africa,2018,1.017,0.417,1.174,0.557,0.092,0.042,146,3.59
Malawi,Africa,2018,0.186,0.306,0.541,0.531,0.08,0.21,147,3.587
Haiti,Central America,2018,0.315,0.289,0.714,0.025,0.104,0.392,148,3.582
Liberia,Africa,2018,0.076,0.267,0.858,0.419,0.03,0.206,149,3.495
Syria,Asia,2018,0.689,0.539,0.382,0.088,0.144,0.376,150,3.462
Rwanda,Africa,2018,0.332,0.4,0.896,0.636,0.444,0.2,151,3.408
Yemen,Asia,2018,0.442,0.343,1.073,0.244,0.064,0.083,152,3.355
Tanzania,Africa,2018,0.455,0.381,0.991,0.481,0.097,0.27,153,3.303
South Sudan,Africa,2018,0.337,0.177,0.608,0.112,0.106,0.224,154,3.254
Central African Republic,Africa,2018,0.024,0.01,0.0,0.305,0.038,0.218,155,3.083
Burundi,Africa,2018,0.091,0.145,0.627,0.065,0.076,0.149,156,2.905
Finland,Europe,2019,1.34,0.986,1.587,0.596,0.393,0.153,1,7.769
Denmark,Europe,2019,1.383,0.996,1.573,0.592,0.41,0.252,2,7.6
Norway,Europe,2019,1.488,1.028,1.582,0.603,0.341,0.271,3,7.554
Iceland,Europe,2019,1.38,1.026,1.624,0.591,0.118,0.354,4,7.494
Netherlands,Europe,2019,1.396,0.999,1.522,0.557,0.298,0.322,5,7.488
Switzerland,Europe,2019,1.452,1.052,1.526,0.572,0.343,0.263,6,7.48
Sweden,Europe,2019,1.387,1.009,1.487,0.574,0.373,0.267,7,7.343
New Zealand,Oceania,2019,1.303,1.026,1.557,0.585,0.38,0.33,8,7.307
Canada,North America,2019,1.365,1.039,1.505,0.584,0.308,0.285,9,7.278
Austria,Europe,2019,1.376,1.016,1.475,0.532,0.226,0.244,10,7.246
Australia,Oceania,2019,1.372,1.036,1.548,0.557,0.29,0.332,11,7.228
Costa Rica,Central America,2019,1.034,0.963,1.441,0.558,0.093,0.144,12,7.167
Israel,Asia,2019,1.276,1.029,1.455,0.371,0.082,0.261,13,7.139
Luxembourg,Europe,2019,1.609,1.012,1.479,0.526,0.316,0.194,14,7.09
United Kingdom,Europe,2019,1.333,0.996,1.538,0.45,0.278,0.348,15,7.054
Ireland,Europe,2019,1.499,0.999,1.553,0.516,0.31,0.298,16,7.021
Germany,Europe,2019,1.373,0.987,1.454,0.495,0.265,0.261,17,6.985
Belgium,Europe,2019,1.356,0.986,1.504,0.473,0.21,0.16,18,6.923
United States,North America,2019,1.433,0.874,1.457,0.454,0.128,0.28,19,6.892
Czech Republic,Europe,2019,1.269,0.92,1.487,0.457,0.036,0.046,20,6.852
United Arab Emirates,Asia,2019,1.503,0.825,1.31,0.598,0.182,0.262,21,6.825
Malta,Europe,2019,1.3,0.999,1.52,0.564,0.151,0.375,22,6.726
Mexico,North America,2019,1.07,0.861,1.323,0.433,0.073,0.074,23,6.595
France,Europe,2019,1.324,1.045,1.472,0.436,0.183,0.111,24,6.592
Taiwan,Asia,2019,1.368,0.914,1.43,0.351,0.097,0.242,25,6.446
Chile,South America,2019,1.159,0.92,1.369,0.357,0.056,0.187,26,6.444
Guatemala,Central America,2019,0.8,0.746,1.269,0.535,0.078,0.175,27,6.436
Saudi Arabia,Asia,2019,1.403,0.795,1.357,0.439,0.132,0.08,28,6.375
Qatar,Asia,2019,1.684,0.871,1.313,0.555,0.167,0.22,29,6.374
Spain,Europe,2019,1.286,1.062,1.484,0.362,0.079,0.153,30,6.354
Panama,Central America,2019,1.149,0.91,1.442,0.516,0.054,0.109,31,6.321
Brazil,South America,2019,1.004,0.802,1.439,0.39,0.086,0.099,32,6.3
Uruguay,South America,2019,1.124,0.891,1.465,0.523,0.15,0.127,33,6.293
Singapore,Asia,2019,1.572,1.141,1.463,0.556,0.453,0.271,34,6.262
El Salvador,Central America,2019,0.794,0.789,1.242,0.43,0.074,0.093,35,6.253
Italy,Europe,2019,1.294,1.039,1.488,0.231,0.03,0.158,36,6.223
Bahrain,Asia,2019,1.362,0.871,1.368,0.536,0.11,0.255,37,6.199
Slovakia,Europe,2019,1.246,0.881,1.504,0.334,0.014,0.121,38,6.198
Trinidad & Tobago,South America,2019,1.231,0.713,1.477,0.489,0.016,0.185,39,6.192
Poland,Europe,2019,1.206,0.884,1.438,0.483,0.05,0.117,40,6.182
Uzbekistan,Asia,2019,0.745,0.756,1.529,0.631,0.24,0.322,41,6.174
Lithuania,Europe,2019,1.238,0.818,1.515,0.291,0.042,0.043,42,6.149
Colombia,South America,2019,0.985,0.841,1.41,0.47,0.034,0.099,43,6.125
Slovenia,Europe,2019,1.258,0.953,1.523,0.564,0.057,0.144,44,6.118
Nicaragua,Central America,2019,0.694,0.835,1.325,0.435,0.127,0.2,45,6.105
Kosovo,Europe,2019,0.882,0.758,1.232,0.489,0.006,0.262,46,6.1
Argentina,South America,2019,1.092,0.881,1.432,0.471,0.05,0.066,47,6.086
Romania,Europe,2019,1.162,0.825,1.232,0.462,0.005,0.083,48,6.07
Cyprus,Asia,2019,1.263,1.042,1.223,0.406,0.041,0.19,49,6.046
Ecuador,South America,2019,0.912,0.868,1.312,0.498,0.087,0.126,50,6.028
Kuwait,Asia,2019,1.5,0.808,1.319,0.493,0.097,0.142,51,6.021
Thailand,Asia,2019,1.05,0.828,1.409,0.557,0.028,0.359,52,6.008
Latvia,Europe,2019,1.187,0.812,1.465,0.264,0.064,0.075,53,5.94
South Korea,Asia,2019,1.301,1.036,1.219,0.159,0.056,0.175,54,5.895
Estonia,Europe,2019,1.237,0.874,1.528,0.495,0.161,0.103,55,5.893
Jamaica,Central America,2019,0.831,0.831,1.478,0.49,0.028,0.107,56,5.89
Mauritius,Africa,2019,1.12,0.798,1.402,0.498,0.06,0.215,57,5.888
Japan,Asia,2019,1.327,1.088,1.419,0.445,0.14,0.069,58,5.886
Honduras,Central America,2019,0.642,0.828,1.236,0.507,0.078,0.246,59,5.86
Kazakhstan,Asia,2019,1.173,0.729,1.508,0.41,0.096,0.146,60,5.809
Bolivia,South America,2019,0.776,0.706,1.209,0.511,0.064,0.137,61,5.779
Hungary,Europe,2019,1.201,0.828,1.41,0.199,0.02,0.081,62,5.758
Paraguay,South America,2019,0.855,0.777,1.475,0.514,0.08,0.184,63,5.743
Northern Cyprus,Asia,2019,1.263,1.042,1.252,0.417,0.162,0.191,64,5.718
Peru,South America,2019,0.96,0.854,1.274,0.455,0.027,0.083,65,5.697
Portugal,Europe,2019,1.221,0.999,1.431,0.508,0.025,0.047,66,5.693
Pakistan,Asia,2019,0.677,0.535,0.886,0.313,0.098,0.22,67,5.653
Russia,Europe,2019,1.183,0.726,1.452,0.334,0.031,0.082,68,5.648
Philippines,Asia,2019,0.807,0.657,1.293,0.558,0.107,0.117,69,5.631
Serbia,Europe,2019,1.004,0.854,1.383,0.282,0.039,0.137,70,5.603
Moldova,Europe,2019,0.685,0.739,1.328,0.245,0.0,0.181,71,5.529
Libya,Africa,2019,1.044,0.673,1.303,0.416,0.152,0.133,72,5.525
Montenegro,Europe,2019,1.051,0.871,1.361,0.197,0.08,0.142,73,5.523
Tajikistan,Asia,2019,0.493,0.718,1.098,0.389,0.144,0.23,74,5.467
Croatia,Europe,2019,1.155,0.914,1.266,0.296,0.022,0.119,75,5.432
Hong Kong,Asia,2019,1.438,1.122,1.277,0.44,0.287,0.258,76,5.43
Dominican Republic,Central America,2019,1.015,0.779,1.401,0.497,0.101,0.113,77,5.425
Bosnia and Herzegovina,Europe,2019,0.945,0.845,1.212,0.212,0.006,0.263,78,5.386
Turkey,Asia,2019,1.183,0.808,1.36,0.195,0.106,0.083,79,5.373
Malaysia,Asia,2019,1.221,0.828,1.171,0.508,0.024,0.26,80,5.339
Belarus,Europe,2019,1.067,0.789,1.465,0.235,0.142,0.094,81,5.323
Greece,Europe,2019,1.181,0.999,1.156,0.067,0.034,0.0,82,5.287
Mongolia,Asia,2019,0.948,0.667,1.531,0.317,0.038,0.235,83,5.285
North Macedonia,Europe,2019,0.983,0.838,1.294,0.345,0.034,0.185,84,5.274
Nigeria,Africa,2019,0.696,0.245,1.111,0.426,0.041,0.215,85,5.265
Kyrgyzstan,Asia,2019,0.551,0.723,1.438,0.508,0.023,0.3,86,5.261
Turkmenistan,Asia,2019,1.052,0.657,1.538,0.394,0.028,0.244,87,5.247
Algeria,Africa,2019,1.002,0.785,1.16,0.086,0.114,0.073,88,5.211
Morocco,Africa,2019,0.801,0.782,0.782,0.418,0.076,0.036,89,5.208
Azerbaijan,Asia,2019,1.043,0.769,1.147,0.351,0.182,0.035,90,5.208
Lebanon,Asia,2019,0.987,0.815,1.224,0.216,0.027,0.166,91,5.197
Indonesia,Asia,2019,0.931,0.66,1.203,0.491,0.028,0.498,92,5.192
China,Asia,2019,1.029,0.893,1.125,0.521,0.1,0.058,93,5.191
Vietnam,Asia,2019,0.741,0.851,1.346,0.543,0.073,0.147,94,5.175
Bhutan,Asia,2019,0.813,0.604,1.321,0.457,0.167,0.37,95,5.082
Cameroon,Africa,2019,0.549,0.331,0.91,0.381,0.037,0.187,96,5.044
Bulgaria,Europe,2019,1.092,0.815,1.513,0.311,0.004,0.081,97,5.011
Ghana,Africa,2019,0.611,0.486,0.868,0.381,0.04,0.245,98,4.996
Ivory Coast,Africa,2019,0.569,0.232,0.808,0.352,0.09,0.154,99,4.944
Nepal,Asia,2019,0.446,0.677,1.226,0.439,0.089,0.285,100,4.913
Jordan,Asia,2019,0.837,0.815,1.225,0.383,0.13,0.11,101,4.906
Benin,Africa,2019,0.393,0.397,0.437,0.349,0.082,0.175,102,4.883
Congo (Brazzaville),Africa,2019,0.673,0.508,0.799,0.372,0.093,0.105,103,4.812
Gabon,Africa,2019,1.057,0.571,1.183,0.295,0.055,0.043,104,4.799
Laos,Asia,2019,0.764,0.551,1.03,0.547,0.164,0.266,105,4.796
South Africa,Africa,2019,0.96,0.469,1.351,0.389,0.055,0.13,106,4.722
Albania,Europe,2019,0.947,0.874,0.848,0.383,0.027,0.178,107,4.719
Venezuela,South America,2019,0.96,0.805,1.427,0.154,0.047,0.064,108,4.707
Cambodia,Asia,2019,0.574,0.637,1.122,0.609,0.062,0.232,109,4.7
Palestinian Territories,Asia,2019,0.657,0.672,1.247,0.225,0.066,0.103,110,4.696
Senegal,Africa,2019,0.45,0.571,1.134,0.292,0.072,0.153,111,4.681
Somalia,Africa,2019,0.0,0.268,0.698,0.559,0.27,0.243,112,4.668
Namibia,Africa,2019,0.879,0.477,1.313,0.401,0.056,0.07,113,4.639
Niger,Africa,2019,0.138,0.366,0.774,0.318,0.102,0.188,114,4.628
Burkina Faso,Africa,2019,0.331,0.38,1.056,0.255,0.113,0.177,115,4.587
Armenia,Asia,2019,0.85,0.815,1.055,0.283,0.064,0.095,116,4.559
Iran,Asia,2019,1.1,0.785,0.842,0.305,0.125,0.27,117,4.548
Guinea,Africa,2019,0.38,0.375,0.829,0.332,0.086,0.207,118,4.534
Georgia,Asia,2019,0.886,0.752,0.666,0.346,0.164,0.043,119,4.519
Gambia,Africa,2019,0.308,0.428,0.939,0.382,0.167,0.269,120,4.516
Kenya,Africa,2019,0.512,0.581,0.983,0.431,0.053,0.372,121,4.509
Mauritania,Africa,2019,0.57,0.489,1.167,0.066,0.088,0.106,122,4.49
Mozambique,Africa,2019,0.204,0.39,0.986,0.494,0.138,0.197,123,4.466
Tunisia,Africa,2019,0.921,0.815,1.0,0.167,0.055,0.059,124,4.461
Bangladesh,Asia,2019,0.562,0.723,0.928,0.527,0.143,0.166,125,4.456
Iraq,Asia,2019,1.043,0.574,0.98,0.241,0.089,0.148,126,4.437
Congo (Kinshasa),Africa,2019,0.094,0.357,1.125,0.269,0.053,0.212,127,4.418
Mali,Africa,2019,0.385,0.308,1.105,0.327,0.052,0.153,128,4.39
Sierra Leone,Africa,2019,0.268,0.242,0.841,0.309,0.045,0.252,129,4.374
Sri Lanka,Asia,2019,0.949,0.831,1.265,0.47,0.047,0.244,130,4.366
Myanmar,Asia,2019,0.71,0.555,1.181,0.525,0.172,0.566,131,4.36
Chad,Africa,2019,0.35,0.192,0.766,0.174,0.078,0.198,132,4.35
Ukraine,Europe,2019,0.82,0.739,1.39,0.178,0.01,0.187,133,4.332
Ethiopia,Africa,2019,0.336,0.532,1.033,0.344,0.1,0.209,134,4.286
Swaziland,Africa,2019,0.811,0.0,1.149,0.313,0.135,0.074,135,4.212
Uganda,Africa,2019,0.332,0.443,1.069,0.356,0.06,0.252,136,4.189
Egypt,Africa,2019,0.913,0.644,1.039,0.241,0.067,0.076,137,4.166
Zambia,Africa,2019,0.578,0.426,1.058,0.431,0.087,0.247,138,4.107
Togo,Africa,2019,0.275,0.41,0.572,0.293,0.085,0.177,139,4.085
India,Asia,2019,0.755,0.588,0.765,0.498,0.085,0.2,140,4.015
Liberia,Africa,2019,0.073,0.443,0.922,0.37,0.033,0.233,141,3.975
Comoros,Africa,2019,0.274,0.505,0.757,0.142,0.078,0.275,142,3.973
Madagascar,Africa,2019,0.274,0.555,0.916,0.148,0.041,0.169,143,3.933
Lesotho,Africa,2019,0.489,0.168,1.169,0.359,0.093,0.107,144,3.802
Burundi,Africa,2019,0.046,0.38,0.447,0.22,0.18,0.176,145,3.775
Zimbabwe,Africa,2019,0.366,0.433,1.114,0.361,0.089,0.151,146,3.663
Haiti,Central America,2019,0.323,0.449,0.688,0.026,0.11,0.419,147,3.597
Botswana,Africa,2019,1.041,0.538,1.145,0.455,0.1,0.025,148,3.488
Syria,Asia,2019,0.619,0.44,0.378,0.013,0.141,0.331,149,3.462
Malawi,Africa,2019,0.191,0.495,0.56,0.443,0.089,0.218,150,3.41
Yemen,Asia,2019,0.287,0.463,1.163,0.143,0.077,0.108,151,3.38
Rwanda,Africa,2019,0.359,0.614,0.711,0.555,0.411,0.217,152,3.334
Tanzania,Africa,2019,0.476,0.499,0.885,0.417,0.147,0.276,153,3.231
Afghanistan,Asia,2019,0.35,0.361,0.517,0.0,0.025,0.158,154,3.203
Central African Republic,Africa,2019,0.026,0.105,0.0,0.225,0.035,0.235,155,3.083
South Sudan,Africa,2019,0.306,0.295,0.575,0.01,0.091,0.202,156,2.853
